RetainedTxp	DuplicateTxp
ENST00000626483.1|ENSG00000281058.1|OTTHUMG00000161313.4|OTTHUMT00000364512.4|DUX4L6-201|DUX4L6|1275|unprocessed_pseudogene|	ENST00000630834.1|ENSG00000280799.1|OTTHUMG00000161315.4|OTTHUMT00000364514.4|DUX4L5-201|DUX4L5|1275|unprocessed_pseudogene|
ENST00000626483.1|ENSG00000281058.1|OTTHUMG00000161313.4|OTTHUMT00000364512.4|DUX4L6-201|DUX4L6|1275|unprocessed_pseudogene|	ENST00000627662.1|ENSG00000280757.1|OTTHUMG00000161317.4|OTTHUMT00000470044.2|DUX4L1-201|DUX4L1|1275|unprocessed_pseudogene|
ENST00000626483.1|ENSG00000281058.1|OTTHUMG00000161313.4|OTTHUMT00000364512.4|DUX4L6-201|DUX4L6|1275|unprocessed_pseudogene|	ENST00000630187.1|ENSG00000281627.1|OTTHUMG00000161319.4|OTTHUMT00000364518.4|DUX4L3-201|DUX4L3|1275|unprocessed_pseudogene|
ENST00000626483.1|ENSG00000281058.1|OTTHUMG00000161313.4|OTTHUMT00000364512.4|DUX4L6-201|DUX4L6|1275|unprocessed_pseudogene|	ENST00000561772.3|ENSG00000280457.1|OTTHUMG00000161316.4|OTTHUMT00000364515.3|DUX4L2-201|DUX4L2|1275|unprocessed_pseudogene|
ENST00000511796.1|ENSG00000250801.1|OTTHUMG00000163180.1|OTTHUMT00000371919.1|AC138965.1-203|AC138965.1|401|antisense_RNA|	ENST00000504214.1|ENSG00000249186.1|OTTHUMG00000163461.1|OTTHUMT00000373576.1|AC140125.3-203|AC140125.3|401|antisense_RNA|
ENST00000542953.1|ENSG00000169246.16|OTTHUMG00000163506.5|OTTHUMT00000400433.1|NPIPB3-211|NPIPB3|573|retained_intron|	ENST00000543997.1|ENSG00000243716.10|OTTHUMG00000163573.6|OTTHUMT00000403187.1|NPIPB5-223|NPIPB5|573|retained_intron|
ENST00000384462.1|ENSG00000207191.1|-|-|SNORD116-5-201|SNORD116-5|95|snoRNA|	ENST00000384404.1|ENSG00000207133.1|-|-|SNORD116-7-201|SNORD116-7|95|snoRNA|
ENST00000482170.6|ENSG00000182484.15|OTTHUMG00000022677.5|OTTHUMT00000058830.1|WASH6P-209|WASH6P|786|processed_transcript|	ENST00000482170.6_PAR_Y|ENSG00000182484.15_PAR_Y|OTTHUMG00000022677.5|OTTHUMT00000058830.1|WASH6P-209|WASH6P|786|processed_transcript|
ENST00000637031.1|ENSG00000275895.6|OTTHUMG00000189373.3|OTTHUMT00000489732.1|U2AF1L5-210|U2AF1L5|338|retained_intron|	ENST00000463599.5|ENSG00000160201.11|OTTHUMG00000086836.3|OTTHUMT00000195549.1|U2AF1-205|U2AF1|338|retained_intron|
ENST00000448295.5|ENSG00000147381.11|OTTHUMG00000024174.3|OTTHUMT00000060889.3|MAGEA4-213|MAGEA4|914|protein_coding|	ENST00000425182.5|ENSG00000147381.11|OTTHUMG00000024174.3|OTTHUMT00000060894.1|MAGEA4-208|MAGEA4|914|protein_coding|
ENST00000341656.4|ENSG00000205238.9|OTTHUMG00000150385.3|OTTHUMT00000317902.2|SPDYE2-201|SPDYE2|1219|protein_coding|	ENST00000455020.2|ENSG00000173678.14|OTTHUMG00000158393.3|OTTHUMT00000358898.1|SPDYE2B-202|SPDYE2B|1219|protein_coding|
ENST00000618224.1|ENSG00000276941.1|-|-|MIR4509-1-201|MIR4509-1|94|miRNA|	ENST00000583920.1|ENSG00000266039.1|-|-|MIR4509-2-201|MIR4509-2|94|miRNA|
ENST00000618224.1|ENSG00000276941.1|-|-|MIR4509-1-201|MIR4509-1|94|miRNA|	ENST00000578671.1|ENSG00000263964.1|-|-|MIR4509-3-201|MIR4509-3|94|miRNA|
ENST00000565347.1|ENSG00000261569.5|OTTHUMG00000176503.1|OTTHUMT00000432352.1|AC138907.7-202|AC138907.7|540|lincRNA|	ENST00000569199.1|ENSG00000261507.1|OTTHUMG00000176460.1|OTTHUMT00000432118.1|AC141257.2-201|AC141257.2|540|lincRNA|
ENST00000384334.1|ENSG00000207062.1|-|-|SNORA15B-1-201|SNORA15B-1|135|snoRNA|	ENST00000384058.1|ENSG00000206785.1|-|-|SNORA15B-2-201|SNORA15B-2|135|snoRNA|
ENST00000412290.6|ENSG00000198223.16|OTTHUMG00000012533.8|OTTHUMT00000035800.2|CSF2RA-207|CSF2RA|802|protein_coding|	ENST00000412290.6_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|OTTHUMT00000035800.2|CSF2RA-207|CSF2RA|802|protein_coding|
ENST00000375600.5|ENSG00000204379.10|OTTHUMG00000021557.3|OTTHUMT00000056641.2|XAGE1A-202|XAGE1A|474|protein_coding|	ENST00000375613.7|ENSG00000204382.11|OTTHUMG00000163577.2|OTTHUMT00000056631.3|XAGE1B-202|XAGE1B|474|protein_coding|
ENST00000381180.8|ENSG00000002586.18|OTTHUMG00000021073.6|OTTHUMT00000055625.1|CD99-202|CD99|530|protein_coding|	ENST00000381180.8_PAR_Y|ENSG00000002586.18_PAR_Y|OTTHUMG00000021073.6|OTTHUMT00000055625.1|CD99-202|CD99|530|protein_coding|
ENST00000607096.1|ENSG00000284332.1|-|-|MIR1302-2-201|MIR1302-2|138|miRNA|	ENST00000408365.1|ENSG00000283921.1|-|-|MIR1302-9-201|MIR1302-9|138|miRNA|
ENST00000607096.1|ENSG00000284332.1|-|-|MIR1302-2-201|MIR1302-2|138|miRNA|	ENST00000408734.1|ENSG00000284557.1|-|-|MIR1302-10-201|MIR1302-10|138|miRNA|
ENST00000607096.1|ENSG00000284332.1|-|-|MIR1302-2-201|MIR1302-2|138|miRNA|	ENST00000408051.1|ENSG00000283801.1|-|-|MIR1302-11-201|MIR1302-11|138|miRNA|
ENST00000433767.1|ENSG00000225491.1|OTTHUMG00000045075.1|OTTHUMT00000104734.1|UBE2Q2P4Y-201|UBE2Q2P4Y|207|unprocessed_pseudogene|	ENST00000413867.1|ENSG00000223636.1|OTTHUMG00000045280.1|OTTHUMT00000105035.1|UBE2Q2P5Y-201|UBE2Q2P5Y|207|unprocessed_pseudogene|
ENST00000496301.6|ENSG00000182484.15|OTTHUMG00000022677.5|OTTHUMT00000058827.1|WASH6P-215|WASH6P|1641|processed_transcript|	ENST00000496301.6_PAR_Y|ENSG00000182484.15_PAR_Y|OTTHUMG00000022677.5|OTTHUMT00000058827.1|WASH6P-215|WASH6P|1641|processed_transcript|
ENST00000467948.1|ENSG00000244731.7|OTTHUMG00000031186.5|OTTHUMT00000076366.3|C4A-249|C4A|405|processed_transcript|	ENST00000485543.1|ENSG00000224389.8|OTTHUMG00000031187.5|OTTHUMT00000076370.3|C4B-212|C4B|405|processed_transcript|
ENST00000283050.7|ENSG00000183889.12|OTTHUMG00000133624.3|OTTHUMT00000399246.1|AC138969.1-210|AC138969.1|539|retained_intron|	ENST00000526166.5|ENSG00000233024.7|OTTHUMG00000166286.3|OTTHUMT00000388921.1|AC126755.2-204|AC126755.2|539|retained_intron|
ENST00000493312.6|ENSG00000198223.16|OTTHUMG00000012533.8|OTTHUMT00000035799.1|CSF2RA-216|CSF2RA|900|processed_transcript|	ENST00000493312.6_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|OTTHUMT00000035799.1|CSF2RA-216|CSF2RA|900|processed_transcript|
ENST00000375595.8|ENSG00000204379.10|OTTHUMG00000021557.3|OTTHUMT00000056643.2|XAGE1A-201|XAGE1A|733|processed_transcript|	ENST00000375612.8|ENSG00000204382.11|OTTHUMG00000163577.2|OTTHUMT00000056633.4|XAGE1B-201|XAGE1B|733|processed_transcript|
ENST00000527459.6|ENSG00000223773.7|OTTHUMG00000021071.4|OTTHUMT00000391899.1|CD99P1-205|CD99P1|561|transcribed_unprocessed_pseudogene|	ENST00000527459.6_PAR_Y|ENSG00000223773.7_PAR_Y|OTTHUMG00000021071.4|OTTHUMT00000391899.1|CD99P1-205|CD99P1|561|transcribed_unprocessed_pseudogene|
ENST00000425789.1|ENSG00000225896.1|OTTHUMG00000041660.1|OTTHUMT00000099661.1|AC007742.1-201|AC007742.1|329|processed_pseudogene|	ENST00000436067.1|ENSG00000236599.1|OTTHUMG00000041962.1|OTTHUMT00000100018.1|ELOCP26-201|ELOCP26|329|processed_pseudogene|
ENST00000573748.5|ENSG00000275976.4|OTTHUMG00000188240.2|OTTHUMT00000476737.1|SPDYE11-203|SPDYE11|2024|retained_intron|	ENST00000571071.5|ENSG00000262461.5|OTTHUMG00000150524.3|OTTHUMT00000318754.3|SPDYE9P-202|SPDYE9P|2024|processed_transcript|
ENST00000460841.1|ENSG00000244731.7|OTTHUMG00000031186.5|OTTHUMT00000268785.2|C4A-245|C4A|878|retained_intron|	ENST00000461632.1|ENSG00000224389.8|OTTHUMG00000031187.5|OTTHUMT00000268776.2|C4B-203|C4B|878|retained_intron|
ENST00000507418.6|ENSG00000227159.8|OTTHUMG00000022678.1|OTTHUMT00000058841.1|DDX11L16-201|DDX11L16|1306|unprocessed_pseudogene|	ENST00000507418.6_PAR_Y|ENSG00000227159.8_PAR_Y|OTTHUMG00000022678.1|OTTHUMT00000058841.1|DDX11L16-201|DDX11L16|1306|unprocessed_pseudogene|
ENST00000381509.8|ENSG00000198223.16|OTTHUMG00000012533.8|OTTHUMT00000035017.2|CSF2RA-204|CSF2RA|1601|protein_coding|	ENST00000381509.8_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|OTTHUMT00000035017.2|CSF2RA-204|CSF2RA|1601|protein_coding|
ENST00000449611.6|ENSG00000002586.18|OTTHUMG00000021073.6|OTTHUMT00000055628.4|CD99-206|CD99|604|protein_coding|	ENST00000449611.6_PAR_Y|ENSG00000002586.18_PAR_Y|OTTHUMG00000021073.6|OTTHUMT00000055628.4|CD99-206|CD99|604|protein_coding|
ENST00000635696.1|ENSG00000282994.1|OTTHUMG00000191474.1|OTTHUMT00000488015.1|AC215524.1-201|AC215524.1|241|processed_pseudogene|	ENST00000635574.1|ENSG00000282875.1|OTTHUMG00000191475.1|OTTHUMT00000488016.1|BX322534.1-201|BX322534.1|241|processed_pseudogene|
ENST00000484415.6|ENSG00000182484.15|OTTHUMG00000022677.5|OTTHUMT00000058825.1|WASH6P-212|WASH6P|2980|processed_transcript|	ENST00000484415.6_PAR_Y|ENSG00000182484.15_PAR_Y|OTTHUMG00000022677.5|OTTHUMT00000058825.1|WASH6P-212|WASH6P|2980|processed_transcript|
ENST00000331436.6|ENSG00000183889.12|OTTHUMG00000133624.3|-|AC138969.1-213|AC138969.1|462|protein_coding|	ENST00000327792.6|ENSG00000233024.7|OTTHUMG00000166286.3|-|AC126755.2-208|AC126755.2|462|protein_coding|
ENST00000458057.5|ENSG00000183305.13|OTTHUMG00000022645.5|OTTHUMT00000058754.4|MAGEA2B-208|MAGEA2B|576|protein_coding|	ENST00000617505.1|ENSG00000268606.5|OTTHUMG00000188622.3|OTTHUMT00000477756.3|MAGEA2-205|MAGEA2|576|protein_coding|
ENST00000616627.1|ENSG00000284550.1|-|-|MIR8069-1-201|MIR8069-1|86|miRNA|	ENST00000621412.1|ENSG00000278618.1|-|-|MIR8069-2-201|MIR8069-2|86|miRNA|
ENST00000618104.1|ENSG00000273981.1|-|-|RN7SL106P-201|RN7SL106P|290|misc_RNA|	ENST00000613832.1|ENSG00000276891.1|-|-|RN7SL238P-201|RN7SL238P|290|misc_RNA|
ENST00000618104.1|ENSG00000273981.1|-|-|RN7SL106P-201|RN7SL106P|290|misc_RNA|	ENST00000616096.1|ENSG00000276955.1|-|-|Metazoa_SRP.139-201|Metazoa_SRP|290|misc_RNA|
ENST00000432318.8|ENSG00000198223.16|OTTHUMG00000012533.8|OTTHUMT00000035801.3|CSF2RA-209|CSF2RA|1940|protein_coding|	ENST00000432318.8_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|OTTHUMT00000035801.3|CSF2RA-209|CSF2RA|1940|protein_coding|
ENST00000514470.2|ENSG00000185758.8|OTTHUMG00000160628.4|OTTHUMT00000361495.4|CLDN24-201|CLDN24|663|protein_coding|	ENST00000541814.1|ENSG00000185758.8|OTTHUMG00000160628.4|-|CLDN24-202|CLDN24|663|protein_coding|
ENST00000375602.1|ENSG00000204379.10|OTTHUMG00000021557.3|OTTHUMT00000056640.3|XAGE1A-203|XAGE1A|614|protein_coding|	ENST00000375616.5|ENSG00000204382.11|OTTHUMG00000163577.2|OTTHUMT00000056632.3|XAGE1B-203|XAGE1B|614|protein_coding|
ENST00000623253.4|ENSG00000002586.18|OTTHUMG00000021073.6|OTTHUMT00000478891.1|CD99-211|CD99|573|nonsense_mediated_decay|	ENST00000623253.4_PAR_Y|ENSG00000002586.18_PAR_Y|OTTHUMG00000021073.6|OTTHUMT00000478891.1|CD99-211|CD99|573|nonsense_mediated_decay|
ENST00000630556.1|ENSG00000281179.1|OTTHUMG00000190381.2|OTTHUMT00000484758.2|AC135068.8-201|AC135068.8|353|IG_V_gene|	ENST00000604066.1|ENSG00000270505.1|OTTHUMG00000184670.2|OTTHUMT00000469053.2|IGHV1OR15-1-201|IGHV1OR15-1|353|IG_V_gene|
ENST00000605597.5|ENSG00000156026.14|OTTHUMG00000018443.3|OTTHUMT00000468493.1|MCU-211|MCU|3224|nonsense_mediated_decay|	ENST00000536019.5|ENSG00000156026.14|OTTHUMG00000018443.3|-|MCU-204|MCU|3224|protein_coding|
ENST00000418461.1|ENSG00000234583.1|OTTHUMG00000040953.1|OTTHUMT00000098309.1|TSPY19P-201|TSPY19P|509|unprocessed_pseudogene|	ENST00000441642.1|ENSG00000231874.3|OTTHUMG00000041594.1|OTTHUMT00000099583.1|TSPY18P-201|TSPY18P|509|unprocessed_pseudogene|
ENST00000340131.12|ENSG00000182484.15|OTTHUMG00000022677.5|OTTHUMT00000058837.1|WASH6P-201|WASH6P|1769|processed_transcript|	ENST00000340131.12_PAR_Y|ENSG00000182484.15_PAR_Y|OTTHUMG00000022677.5|OTTHUMT00000058837.1|WASH6P-201|WASH6P|1769|processed_transcript|
ENST00000485099.3|ENSG00000274234.1|-|-|RN7SL818P-201|RN7SL818P|259|misc_RNA|	ENST00000606439.2|ENSG00000278242.1|-|-|RN7SL725P-201|RN7SL725P|259|misc_RNA|
ENST00000383929.1|ENSG00000206656.1|-|-|SNORD116-17-201|SNORD116-17|92|snoRNA|	ENST00000384729.1|ENSG00000207460.1|-|-|SNORD116-19-201|SNORD116-19|92|snoRNA|
ENST00000570084.1|ENSG00000260311.1|OTTHUMG00000176506.1|OTTHUMT00000432356.1|AC138907.1-202|AC138907.1|426|lincRNA|	ENST00000565847.1|ENSG00000260827.1|OTTHUMG00000176459.1|OTTHUMT00000432117.1|AC138869.3-202|AC138869.3|426|lincRNA|
ENST00000570084.1|ENSG00000260311.1|OTTHUMG00000176506.1|OTTHUMT00000432356.1|AC138907.1-202|AC138907.1|426|lincRNA|	ENST00000565415.1|ENSG00000261009.1|OTTHUMG00000176462.1|OTTHUMT00000432125.1|AC141257.1-201|AC141257.1|426|lincRNA|
ENST00000431582.6|ENSG00000223773.7|OTTHUMG00000021071.4|OTTHUMT00000337678.1|CD99P1-203|CD99P1|602|processed_transcript|	ENST00000431582.6_PAR_Y|ENSG00000223773.7_PAR_Y|OTTHUMG00000021071.4|OTTHUMT00000337678.1|CD99P1-203|CD99P1|602|processed_transcript|
ENST00000491683.6|ENSG00000198223.16|OTTHUMG00000012533.8|OTTHUMT00000035806.1|CSF2RA-215|CSF2RA|389|processed_transcript|	ENST00000491683.6_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|OTTHUMT00000035806.1|CSF2RA-215|CSF2RA|389|processed_transcript|
ENST00000475594.6|ENSG00000182484.15|OTTHUMG00000022677.5|OTTHUMT00000058832.1|WASH6P-206|WASH6P|542|processed_transcript|	ENST00000475594.6_PAR_Y|ENSG00000182484.15_PAR_Y|OTTHUMG00000022677.5|OTTHUMT00000058832.1|WASH6P-206|WASH6P|542|processed_transcript|
ENST00000624333.2|ENSG00000284071.1|OTTHUMG00000192106.2|OTTHUMT00000492224.2|AC012005.2-201|AC012005.2|397|unprocessed_pseudogene|	ENST00000623198.2|ENSG00000284380.1|OTTHUMG00000192109.1|OTTHUMT00000492234.1|AC006328.2-201|AC006328.2|397|unprocessed_pseudogene|
ENST00000446387.1|ENSG00000230458.1|OTTHUMG00000041985.1|OTTHUMT00000100044.1|GPM6BP1-201|GPM6BP1|144|unprocessed_pseudogene|	ENST00000432046.1|ENSG00000236429.1|OTTHUMG00000041949.1|OTTHUMT00000100005.1|GPM6BP2-201|GPM6BP2|144|unprocessed_pseudogene|
ENST00000475259.6|ENSG00000198223.16|OTTHUMG00000012533.8|OTTHUMT00000035807.1|CSF2RA-210|CSF2RA|476|processed_transcript|	ENST00000475259.6_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|OTTHUMT00000035807.1|CSF2RA-210|CSF2RA|476|processed_transcript|
ENST00000611428.5|ENSG00000002586.18|OTTHUMG00000021073.6|-|CD99-210|CD99|1243|protein_coding|	ENST00000611428.5_PAR_Y|ENSG00000002586.18_PAR_Y|OTTHUMG00000021073.6|-|CD99-210|CD99|1243|protein_coding|
ENST00000582508.1|ENSG00000264281.3|OTTHUMG00000163591.2|OTTHUMT00000374436.2|AC016596.1-201|AC016596.1|78|processed_pseudogene|	ENST00000536425.1|ENSG00000256393.1|OTTHUMG00000186889.1|OTTHUMT00000473965.1|AC138123.1-201|AC138123.1|78|processed_pseudogene|
ENST00000431260.1|ENSG00000226873.1|OTTHUMG00000044995.1|OTTHUMT00000104546.1|CDY14P-201|CDY14P|1014|unprocessed_pseudogene|	ENST00000451661.1|ENSG00000231716.1|OTTHUMG00000045273.1|OTTHUMT00000105028.1|CDY23P-201|CDY23P|1014|unprocessed_pseudogene|
ENST00000483079.6|ENSG00000182484.15|OTTHUMG00000022677.5|OTTHUMT00000058833.1|WASH6P-210|WASH6P|658|processed_transcript|	ENST00000483079.6_PAR_Y|ENSG00000182484.15_PAR_Y|OTTHUMG00000022677.5|OTTHUMT00000058833.1|WASH6P-210|WASH6P|658|processed_transcript|
ENST00000470365.5|ENSG00000244731.7|OTTHUMG00000031186.5|OTTHUMT00000356900.1|C4A-251|C4A|554|retained_intron|	ENST00000486992.5|ENSG00000224389.8|OTTHUMG00000031187.5|OTTHUMT00000356895.1|C4B-213|C4B|554|retained_intron|
ENST00000398682.4|ENSG00000183632.14|OTTHUMG00000176507.3|OTTHUMT00000432358.1|TP53TG3-201|TP53TG3|2031|protein_coding|	ENST00000623042.1|ENSG00000278848.2|OTTHUMG00000189349.1|OTTHUMT00000479406.1|TP53TG3F-202|TP53TG3F|2031|protein_coding|
ENST00000381524.8|ENSG00000198223.16|OTTHUMG00000012533.8|OTTHUMT00000035013.2|CSF2RA-205|CSF2RA|2291|protein_coding|	ENST00000381524.8_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|OTTHUMT00000035013.2|CSF2RA-205|CSF2RA|2291|protein_coding|
ENST00000527117.1|ENSG00000231656.4|OTTHUMG00000165391.1|OTTHUMT00000383788.1|FAM90A18P-201|FAM90A18P|1395|unprocessed_pseudogene|	ENST00000533611.1|ENSG00000237122.3|OTTHUMG00000165395.1|OTTHUMT00000383792.1|FAM90A19P-201|FAM90A19P|1395|unprocessed_pseudogene|
ENST00000430562.6|ENSG00000223773.7|OTTHUMG00000021071.4|OTTHUMT00000055621.1|CD99P1-202|CD99P1|984|processed_transcript|	ENST00000430562.6_PAR_Y|ENSG00000223773.7_PAR_Y|OTTHUMG00000021071.4|OTTHUMT00000055621.1|CD99P1-202|CD99P1|984|processed_transcript|
ENST00000637262.1|ENSG00000283211.1|OTTHUMG00000191825.1|OTTHUMT00000490496.1|AL773545.4-201|AL773545.4|310|unprocessed_pseudogene|	ENST00000641636.1|ENSG00000284658.1|OTTHUMG00000192337.1|OTTHUMT00000493569.1|AL513478.4-201|AL513478.4|310|unprocessed_pseudogene|
ENST00000628076.1|ENSG00000280655.1|OTTHUMG00000190383.1|OTTHUMT00000484760.1|AC134981.1-201|AC134981.1|348|IG_V_pseudogene|	ENST00000560037.3|ENSG00000270356.1|OTTHUMG00000176336.2|OTTHUMT00000431775.2|IGHV1OR15-4-201|IGHV1OR15-4|348|IG_V_pseudogene|
ENST00000492963.6|ENSG00000182484.15|OTTHUMG00000022677.5|OTTHUMT00000058839.1|WASH6P-213|WASH6P|3187|processed_transcript|	ENST00000492963.6_PAR_Y|ENSG00000182484.15_PAR_Y|OTTHUMG00000022677.5|OTTHUMT00000058839.1|WASH6P-213|WASH6P|3187|processed_transcript|
ENST00000581433.1|ENSG00000265462.1|-|-|MIR3680-1-201|MIR3680-1|87|miRNA|	ENST00000578247.1|ENSG00000266758.1|-|-|MIR3680-2-201|MIR3680-2|87|miRNA|
ENST00000558084.5|ENSG00000055609.17|OTTHUMG00000150553.6|OTTHUMT00000419346.1|KMT2C-212|KMT2C|16862|nonsense_mediated_decay|	ENST00000262189.10|ENSG00000055609.17|OTTHUMG00000150553.6|OTTHUMT00000318887.3|KMT2C-201|KMT2C|16862|protein_coding|
ENST00000433794.5|ENSG00000131007.9|OTTHUMG00000041950.3|OTTHUMT00000475186.1|TTTY9B-201|TTTY9B|1637|antisense_RNA|	ENST00000432335.1|ENSG00000242153.7|OTTHUMG00000041945.2|OTTHUMT00000471815.1|OFD1P6Y-201|OFD1P6Y|1637|processed_transcript|
ENST00000619139.1|ENSG00000277467.1|-|-|RN7SL628P-201|RN7SL628P|237|misc_RNA|	ENST00000611435.1|ENSG00000278696.1|-|-|RN7SL82P-201|RN7SL82P|237|misc_RNA|
ENST00000578940.1|ENSG00000284305.1|-|-|MIR3179-1-201|MIR3179-1|84|miRNA|	ENST00000579107.1|ENSG00000257381.3|-|-|MIR3179-2-201|MIR3179-2|84|miRNA|
ENST00000578940.1|ENSG00000284305.1|-|-|MIR3179-1-201|MIR3179-1|84|miRNA|	ENST00000579566.1|ENSG00000266454.1|-|-|MIR3179-3-201|MIR3179-3|84|miRNA|
ENST00000578940.1|ENSG00000284305.1|-|-|MIR3179-1-201|MIR3179-1|84|miRNA|	ENST00000617599.1|ENSG00000277014.1|-|-|MIR3179-4-201|MIR3179-4|84|miRNA|
ENST00000312614.4|ENSG00000226288.2|OTTHUMG00000165721.2|-|OR52I2-201|OR52I2|1115|protein_coding|	ENST00000641486.1|ENSG00000226288.2|OTTHUMG00000165721.2|OTTHUMT00000385946.2|OR52I2-202|OR52I2|1115|protein_coding|
ENST00000498153.6|ENSG00000198223.16|OTTHUMG00000012533.8|OTTHUMT00000035808.3|CSF2RA-218|CSF2RA|1114|processed_transcript|	ENST00000498153.6_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|OTTHUMT00000035808.3|CSF2RA-218|CSF2RA|1114|processed_transcript|
ENST00000619216.1|ENSG00000278267.1|-|-|MIR6859-1-201|MIR6859-1|68|miRNA|	ENST00000612080.1|ENSG00000273874.1|-|-|MIR6859-2-201|MIR6859-2|68|miRNA|
ENST00000619216.1|ENSG00000278267.1|-|-|MIR6859-1-201|MIR6859-1|68|miRNA|	ENST00000621186.1|ENSG00000275449.1|-|-|MIR6859-3-201|MIR6859-3|68|miRNA|
ENST00000619216.1|ENSG00000278267.1|-|-|MIR6859-1-201|MIR6859-1|68|miRNA|	ENST00000615957.1|ENSG00000278739.1|-|-|MIR6859-4-201|MIR6859-4|68|miRNA|
ENST00000435581.7|ENSG00000223773.7|OTTHUMG00000021071.4|OTTHUMT00000105117.1|CD99P1-204|CD99P1|2788|processed_transcript|	ENST00000435581.7_PAR_Y|ENSG00000223773.7_PAR_Y|OTTHUMG00000021071.4|OTTHUMT00000105117.1|CD99P1-204|CD99P1|2788|processed_transcript|
ENST00000604950.1|ENSG00000282520.1|OTTHUMG00000184598.3|OTTHUMT00000468928.3|IGHD3OR15-3A-201|IGHD3OR15-3A|31|IG_D_gene|	ENST00000603935.1|ENSG00000282089.1|OTTHUMG00000184596.4|OTTHUMT00000468926.4|IGHD3OR15-3B-201|IGHD3OR15-3B|31|IG_D_gene|
ENST00000613749.4|ENSG00000277701.4|OTTHUMG00000188202.3|OTTHUMT00000476581.2|AC159540.2-202|AC159540.2|2830|lincRNA|	ENST00000610408.4|ENSG00000230606.10|OTTHUMG00000152989.8|OTTHUMT00000328919.4|AC092683.1-204|AC092683.1|2830|lincRNA|
ENST00000439868.1|ENSG00000230197.6|OTTHUMG00000178239.1|OTTHUMT00000441119.1|AC007952.3-203|AC007952.3|392|lincRNA|	ENST00000447506.1|ENSG00000236022.6|OTTHUMG00000178240.1|OTTHUMT00000441122.1|AC106017.1-203|AC106017.1|392|lincRNA|
ENST00000381657.7|ENSG00000182378.13|OTTHUMG00000022693.5|OTTHUMT00000058879.2|PLCXD1-201|PLCXD1|5507|protein_coding|	ENST00000381657.7_PAR_Y|ENSG00000182378.13_PAR_Y|OTTHUMG00000022693.5|OTTHUMT00000058879.2|PLCXD1-201|PLCXD1|5507|protein_coding|
ENST00000601944.1|ENSG00000273041.1|OTTHUMG00000188664.2|OTTHUMT00000477853.1|ATF4P2-201|ATF4P2|1073|processed_pseudogene|	ENST00000443279.1|ENSG00000213338.3|OTTHUMG00000189741.1|OTTHUMT00000481639.1|ATF4P1-201|ATF4P1|1073|processed_pseudogene|
ENST00000479687.6|ENSG00000124333.15|OTTHUMG00000022679.2|OTTHUMT00000058844.1|VAMP7-205|VAMP7|742|processed_transcript|	ENST00000479687.6_PAR_Y|ENSG00000124333.15_PAR_Y|OTTHUMG00000022679.2|OTTHUMT00000058844.1|VAMP7-205|VAMP7|742|processed_transcript|
ENST00000580374.1|ENSG00000265537.1|-|-|MIR3180-1-201|MIR3180-1|94|miRNA|	ENST00000584616.1|ENSG00000266291.1|-|-|MIR3180-3-201|MIR3180-3|94|miRNA|
ENST00000516506.1|ENSG00000252315.1|-|-|RNA5SP520-201|RNA5SP520|113|rRNA|	ENST00000516858.1|ENSG00000252667.1|-|-|RNA5SP523-201|RNA5SP523|113|rRNA|
ENST00000611504.1|ENSG00000278761.1|OTTHUMG00000170701.3|OTTHUMT00000410054.3|DUX4L11-201|DUX4L11|1267|unprocessed_pseudogene|	ENST00000621227.1|ENSG00000276904.1|OTTHUMG00000019334.4|OTTHUMT00000051188.4|DUX4L14-201|DUX4L14|1267|unprocessed_pseudogene|
ENST00000569420.1|ENSG00000183632.14|OTTHUMG00000176507.3|OTTHUMT00000432360.1|TP53TG3-208|TP53TG3|1116|protein_coding|	ENST00000360260.6|ENSG00000205457.11|OTTHUMG00000176458.2|OTTHUMT00000432111.1|TP53TG3C-201|TP53TG3C|1116|protein_coding|
ENST00000569420.1|ENSG00000183632.14|OTTHUMG00000176507.3|OTTHUMT00000432360.1|TP53TG3-208|TP53TG3|1116|protein_coding|	ENST00000569741.1|ENSG00000261509.6|OTTHUMG00000176461.3|OTTHUMT00000432121.1|TP53TG3B-205|TP53TG3B|1116|protein_coding|
ENST00000571246.5|ENSG00000228696.8|OTTHUMG00000178031.1|OTTHUMT00000440296.1|ARL17B-204|ARL17B|491|protein_coding|	ENST00000570550.5|ENSG00000185829.17|OTTHUMG00000132817.4|OTTHUMT00000440303.1|ARL17A-204|ARL17A|491|protein_coding|
ENST00000618066.1|ENSG00000277701.4|OTTHUMG00000188202.3|OTTHUMT00000476582.2|AC159540.2-205|AC159540.2|724|lincRNA|	ENST00000621982.4|ENSG00000230606.10|OTTHUMG00000152989.8|OTTHUMT00000328922.3|AC092683.1-201|AC092683.1|724|lincRNA|
